id,term,grade,emp_title,emp_length_years,purpose,loan_status,loan_type
510757, 36 months,B,baker tilly,2,wedding,Fully Paid,Good Loans
511440, 36 months,C,apple metro inc,3,other,Fully Paid,Good Loans
511417, 36 months,B,chicago public schools,10,credit_card,Fully Paid,Good Loans
511401, 36 months,C,two river community bank,4,debt_consolidation,Fully Paid,Good Loans
511371, 36 months,B,"leslie s. kaya, cpa",9,credit_card,Fully Paid,Good Loans
511358, 36 months,B,nyu school of medicine,6,debt_consolidation,Fully Paid,Good Loans
511340, 36 months,C,arizona public service,0,other,Fully Paid,Good Loans
510024, 36 months,B,"dynamic edge, inc",0,educational,Fully Paid,Good Loans
511319, 36 months,A,"timothy s. ashburner, cpa",10,other,Fully Paid,Good Loans
511303, 36 months,C,peach state labs,6,debt_consolidation,Fully Paid,Good Loans
511273, 36 months,C,apria healthcare,5,debt_consolidation,Fully Paid,Good Loans
511298, 36 months,A,united states air force,10,debt_consolidation,Fully Paid,Good Loans
511274, 36 months,B,city of broken arrow,2,home_improvement,Fully Paid,Good Loans
511258, 36 months,B,wellstar health system,1,debt_consolidation,Fully Paid,Good Loans
510848, 36 months,B,renfro hot tubs,7,other,Fully Paid,Good Loans
511167, 36 months,A,fredonia central school,10,major_purchase,Fully Paid,Good Loans
511157, 36 months,B,bechtel,10,credit_card,Fully Paid,Good Loans
511137, 36 months,B,correctnet,4,renewable_energy,Charged Off,Bad Loans
511131, 36 months,B,fresenius medical care,10,debt_consolidation,Fully Paid,Good Loans
510777, 36 months,A,verizon wireless,5,major_purchase,Fully Paid,Good Loans
511053, 36 months,A,graham packaging,10,debt_consolidation,Fully Paid,Good Loans
511038, 36 months,B,sentinel integrity solutions,1,major_purchase,Fully Paid,Good Loans
511023, 36 months,B,vickilee's,10,home_improvement,Charged Off,Bad Loans
499174, 36 months,B,wiggins telephone,8,other,Fully Paid,Good Loans
490481, 36 months,C,employer not mentioned,7,debt_consolidation,Charged Off,Bad Loans
510997, 36 months,C,usaf,4,major_purchase,Fully Paid,Good Loans
508426, 36 months,B,forum health,0,car,Charged Off,Bad Loans
510833, 36 months,C,walgreen co.,3,debt_consolidation,Fully Paid,Good Loans
510855, 36 months,D,u.s. navy,7,other,Fully Paid,Good Loans
510836, 36 months,B,walgreens co,8,debt_consolidation,Fully Paid,Good Loans
510794, 36 months,A,prime advisors,0,debt_consolidation,Fully Paid,Good Loans
510815, 36 months,C,firstenergy,10,debt_consolidation,Fully Paid,Good Loans
510799, 36 months,B,st. pius x catholic high school,1,other,Fully Paid,Good Loans
510785, 36 months,A,match.com,4,wedding,Fully Paid,Good Loans
510748, 36 months,C,"pss world medical, inc.",6,credit_card,Fully Paid,Good Loans
510621, 36 months,D,kc engineering  and  land surveying,10,other,Fully Paid,Good Loans
510709, 36 months,D,sisters of mercy health system,4,medical,Charged Off,Bad Loans
510664, 36 months,A,j & j glass & mirror corp,3,major_purchase,Charged Off,Bad Loans
509852, 36 months,C,"movietime video, llc",6,educational,Fully Paid,Good Loans
507162, 36 months,B,st joseph's medical center,3,credit_card,Fully Paid,Good Loans
510569, 36 months,C,army national guard,10,credit_card,Fully Paid,Good Loans
488783, 36 months,B,kuwait embassy,3,debt_consolidation,Charged Off,Bad Loans
510363, 36 months,C,u.s. patent and trademark office,2,debt_consolidation,Fully Paid,Good Loans
510604, 36 months,C,liskow & lewis,10,debt_consolidation,Fully Paid,Good Loans
510581, 36 months,B,project management institute,3,debt_consolidation,Fully Paid,Good Loans
510544, 36 months,B,woburn fire department,1,other,Charged Off,Bad Loans
510578, 36 months,E,itasca county treasurer's office,5,debt_consolidation,Charged Off,Bad Loans
510563, 36 months,A,us department of agriculture,9,debt_consolidation,Fully Paid,Good Loans
510554, 36 months,D,accenture,3,debt_consolidation,Fully Paid,Good Loans
510546, 36 months,C,change 1 child inc,2,debt_consolidation,Charged Off,Bad Loans
510566, 36 months,A,department of homeland security,0,other,Fully Paid,Good Loans
510534, 36 months,A,sungard public sector,10,debt_consolidation,Fully Paid,Good Loans
510532, 36 months,A,bank of america,0,debt_consolidation,Fully Paid,Good Loans
510370, 36 months,A,north shore business tech,10,debt_consolidation,Fully Paid,Good Loans
510511, 36 months,D,citrix online,6,debt_consolidation,Fully Paid,Good Loans
510507, 36 months,C,hilton,0,home_improvement,Charged Off,Bad Loans
510506, 36 months,D,lucky eagle casino,10,car,Fully Paid,Good Loans
510492, 36 months,B,"la frontera center, inc",0,debt_consolidation,Fully Paid,Good Loans
510382, 36 months,B,us government,0,debt_consolidation,Fully Paid,Good Loans
510485, 36 months,B,"jones, foster, johnston & stubbs, p.a.",4,educational,Fully Paid,Good Loans
510474, 36 months,C,university of florida,10,home_improvement,Fully Paid,Good Loans
510465, 36 months,B,nys unified court system,9,debt_consolidation,Fully Paid,Good Loans
510469, 36 months,A,dallas isd,3,debt_consolidation,Fully Paid,Good Loans
510418, 36 months,B,artnews,3,debt_consolidation,Fully Paid,Good Loans
507416, 36 months,B,"mig, inc.",4,moving,Fully Paid,Good Loans
510054, 36 months,D,lockheed martin,4,credit_card,Charged Off,Bad Loans
510374, 36 months,C,edward jones,4,debt_consolidation,Fully Paid,Good Loans
510055, 36 months,B,augusta public defender's office,5,debt_consolidation,Fully Paid,Good Loans
510354, 36 months,D,jcpenney corp,1,major_purchase,Charged Off,Bad Loans
450832, 36 months,B,materials technologies corporation,1,debt_consolidation,Fully Paid,Good Loans
509786, 36 months,B,us air force,8,home_improvement,Fully Paid,Good Loans
508630, 36 months,D,aloha precast,3,home_improvement,Charged Off,Bad Loans
510217, 36 months,A,tiaa-cref,3,car,Fully Paid,Good Loans
509877, 36 months,B,u s coast guard,10,major_purchase,Charged Off,Bad Loans
510175, 36 months,A,columbus region healthcare,10,other,Fully Paid,Good Loans
510161, 36 months,A,fairview health services,3,debt_consolidation,Fully Paid,Good Loans
510090, 36 months,B,perdue farms  inc,10,debt_consolidation,Fully Paid,Good Loans
509814, 36 months,B,university of massachusetts dartmouth,3,debt_consolidation,Fully Paid,Good Loans
510125, 36 months,B,xtra lease,3,debt_consolidation,Fully Paid,Good Loans
510082, 36 months,F,s & l industrial,10,debt_consolidation,Fully Paid,Good Loans
510112, 36 months,C,palletized trucking inc,10,credit_card,Fully Paid,Good Loans
510004, 36 months,B,southern marketing associates,8,debt_consolidation,Fully Paid,Good Loans
510027, 36 months,D,military,10,credit_card,Fully Paid,Good Loans
506548, 36 months,D,sbh intimates  inc.,2,debt_consolidation,Fully Paid,Good Loans
510013, 36 months,B,toshiba business solutions,0,moving,Fully Paid,Good Loans
509519, 36 months,C,a and e television networks,3,debt_consolidation,Fully Paid,Good Loans
465659, 36 months,D,psomas,-1,debt_consolidation,Fully Paid,Good Loans
509982, 36 months,B,texas health and human service commissio,2,debt_consolidation,Fully Paid,Good Loans
497307, 36 months,D,department of army,10,home_improvement,Fully Paid,Good Loans
503581, 36 months,A,cranney companies,1,other,Fully Paid,Good Loans
509947, 36 months,C,worldventures,3,other,Fully Paid,Good Loans
509910, 36 months,C,city of milton-freewater,2,debt_consolidation,Fully Paid,Good Loans
494298, 36 months,C,kofax inc,7,debt_consolidation,Fully Paid,Good Loans
509895, 36 months,C,td bank,5,major_purchase,Fully Paid,Good Loans
508881, 36 months,B,fort worth isd/lily b. clayton e.s.,4,credit_card,Fully Paid,Good Loans
505953, 36 months,B,ace hardware corporation,4,debt_consolidation,Fully Paid,Good Loans
509516, 36 months,D,rollins fire sprinklers,0,debt_consolidation,Charged Off,Bad Loans
484473, 36 months,C,navy,1,house,Fully Paid,Good Loans
509599, 36 months,D,us army,9,wedding,Fully Paid,Good Loans
509719, 36 months,B,shamrock paving,7,home_improvement,Fully Paid,Good Loans
509359, 36 months,C,media 8,7,debt_consolidation,Fully Paid,Good Loans
509679, 36 months,C,city of amsterdam,2,debt_consolidation,Fully Paid,Good Loans
509678, 36 months,B,city of jacksonville,8,credit_card,Fully Paid,Good Loans
509666, 36 months,C,arlington pediatric center (vhc),1,debt_consolidation,Fully Paid,Good Loans
509631, 36 months,A,"charles schwab & co., inc.",4,debt_consolidation,Fully Paid,Good Loans
509620, 36 months,B,childrens hospital los angeles,10,debt_consolidation,Fully Paid,Good Loans
509600, 36 months,D,compucom,1,debt_consolidation,Fully Paid,Good Loans
509344, 36 months,C,phoenix resources  inc.,1,debt_consolidation,Fully Paid,Good Loans
509603, 36 months,A,"eagle high, inc.",5,wedding,Fully Paid,Good Loans
509577, 36 months,C,novell,7,other,Fully Paid,Good Loans
509553, 36 months,C,city of little rock,2,other,Fully Paid,Good Loans
503028, 36 months,A,lewis and roca llp,3,major_purchase,Fully Paid,Good Loans
509515, 36 months,C,limon,0,other,Charged Off,Bad Loans
509512, 36 months,D,at&t,2,debt_consolidation,Charged Off,Bad Loans
495306, 36 months,A,td bank na,5,major_purchase,Fully Paid,Good Loans
509090, 36 months,C,aetna,2,debt_consolidation,Fully Paid,Good Loans
507536, 36 months,C,target,6,other,Fully Paid,Good Loans
509475, 36 months,D,planned buliding services,2,other,Charged Off,Bad Loans
509330, 36 months,D,randall-reilly publishing co.,9,debt_consolidation,Fully Paid,Good Loans
509458, 36 months,B,teamwrkx mechanical,3,credit_card,Fully Paid,Good Loans
509447, 36 months,B,santander consumer usa,3,debt_consolidation,Fully Paid,Good Loans
508198, 36 months,A,employer not mentioned,5,major_purchase,Fully Paid,Good Loans
508174, 36 months,B,frito lay inc,10,other,Fully Paid,Good Loans
508175, 36 months,C,state of illinois,10,debt_consolidation,Fully Paid,Good Loans
509401, 36 months,B,employer not mentioned,10,home_improvement,Fully Paid,Good Loans
507421, 36 months,B,employer not mentioned,10,credit_card,Fully Paid,Good Loans
509376, 36 months,C,"ups, inc.",10,credit_card,Fully Paid,Good Loans
508992, 36 months,A,applied information sciences  inc.,3,debt_consolidation,Fully Paid,Good Loans
509319, 36 months,D,albina community bank,4,debt_consolidation,Fully Paid,Good Loans
509124, 36 months,B,garda cash logistisc,8,debt_consolidation,Charged Off,Bad Loans
509285, 36 months,B,united airlines,10,home_improvement,Fully Paid,Good Loans
509318, 36 months,C,ims,3,credit_card,Fully Paid,Good Loans
509301, 36 months,C,ramada plaza milwuakee airport,1,debt_consolidation,Charged Off,Bad Loans
494361, 36 months,C,virginia mason medical center,8,credit_card,Fully Paid,Good Loans
506264, 36 months,A,aol,10,home_improvement,Fully Paid,Good Loans
509157, 36 months,B,maimonides medical center,3,wedding,Fully Paid,Good Loans
509238, 36 months,A,hewitt associates,4,major_purchase,Fully Paid,Good Loans
509214, 36 months,C,ibm,10,debt_consolidation,Fully Paid,Good Loans
509216, 36 months,A,henry county board of education,10,home_improvement,Fully Paid,Good Loans
508993, 36 months,C,rocky mountain connections,1,other,Fully Paid,Good Loans
508739, 36 months,A,pennmutual life insurance,3,educational,Fully Paid,Good Loans
391358, 36 months,A,barnes jewish hospital,9,credit_card,Fully Paid,Good Loans
508586, 36 months,B,promisec  inc.,2,debt_consolidation,Fully Paid,Good Loans
506892, 36 months,A,burnet county public defenmders office,5,credit_card,Charged Off,Bad Loans
493735, 36 months,D,dairy farmers of america,10,major_purchase,Fully Paid,Good Loans
509140, 36 months,B,honda transmission,9,debt_consolidation,Fully Paid,Good Loans
506819, 36 months,A,donna angotti md,9,other,Fully Paid,Good Loans
509132, 36 months,C,nielsen company,4,debt_consolidation,Fully Paid,Good Loans
509078, 36 months,A,customs and border protection,5,debt_consolidation,Fully Paid,Good Loans
509068, 36 months,C,commerce west insurance,7,debt_consolidation,Fully Paid,Good Loans
509006, 36 months,E,corix utilities,0,debt_consolidation,Fully Paid,Good Loans
507862, 36 months,B,sepco erie,6,credit_card,Fully Paid,Good Loans
508994, 36 months,C,microsoft corporation,7,wedding,Fully Paid,Good Loans
508978, 36 months,A,honda,10,debt_consolidation,Fully Paid,Good Loans
508972, 36 months,C,"west coast arborists, inc.",9,major_purchase,Fully Paid,Good Loans
506991, 36 months,D,lawnwood regional medical center,3,debt_consolidation,Fully Paid,Good Loans
508957, 36 months,A,rudin managment,9,major_purchase,Fully Paid,Good Loans
508966, 36 months,B,"tom cat bakery, inc",2,educational,Fully Paid,Good Loans
508967, 36 months,C,"summar financial, llc",3,other,Fully Paid,Good Loans
499806, 36 months,D,st. peter's university hospital,9,debt_consolidation,Fully Paid,Good Loans
508927, 36 months,C,recochem inc.,10,other,Fully Paid,Good Loans
508931, 36 months,A,target corporation,10,other,Charged Off,Bad Loans
508921, 36 months,C,biolife,2,debt_consolidation,Fully Paid,Good Loans
508864, 36 months,B,cascade steel,9,credit_card,Charged Off,Bad Loans
508804, 36 months,D,sheboygan area school district,10,debt_consolidation,Fully Paid,Good Loans
508855, 36 months,B,precision capital,3,debt_consolidation,Fully Paid,Good Loans
508828, 36 months,C,baltimore washington medical center,4,other,Fully Paid,Good Loans
508798, 36 months,C,comcast,2,debt_consolidation,Fully Paid,Good Loans
508809, 36 months,B,bank of america,0,medical,Fully Paid,Good Loans
507933, 36 months,D,petco,4,other,Fully Paid,Good Loans
508802, 36 months,D,northsore,5,debt_consolidation,Fully Paid,Good Loans
508777, 36 months,F,travelers insurance,4,debt_consolidation,Fully Paid,Good Loans
502510, 36 months,A,city of arvada,8,other,Fully Paid,Good Loans
508759, 36 months,B,st. cloud state university,10,debt_consolidation,Fully Paid,Good Loans
508764, 36 months,C,u.s army civilian contractor,0,debt_consolidation,Fully Paid,Good Loans
508736, 36 months,A,sarnoff corporation,10,car,Fully Paid,Good Loans
508722, 36 months,A,virginia commonwealth university,3,home_improvement,Fully Paid,Good Loans
508719, 36 months,A,"samuel i white, p.c.",5,other,Fully Paid,Good Loans
502017, 36 months,B,dechert-hampe & co.,10,credit_card,Fully Paid,Good Loans
508655, 36 months,B,bricmont,2,debt_consolidation,Fully Paid,Good Loans
507907, 36 months,D,bats exchange,3,debt_consolidation,Fully Paid,Good Loans
508644, 36 months,B,divine dining,10,other,Fully Paid,Good Loans
508640, 36 months,C,internal revenue service,10,other,Charged Off,Bad Loans
477027, 36 months,B,pearce windows and doors,-1,other,Charged Off,Bad Loans
507124, 36 months,B,cardiovascular group,3,major_purchase,Fully Paid,Good Loans
508634, 36 months,D,u.s. department of homeland security,1,debt_consolidation,Fully Paid,Good Loans
490861, 36 months,A,sears holding,2,debt_consolidation,Fully Paid,Good Loans
492357, 36 months,B,arcelormittal plate,2,house,Fully Paid,Good Loans
508579, 36 months,B,bemis,4,major_purchase,Fully Paid,Good Loans
508392, 36 months,A,usb sewer equipment corp,3,home_improvement,Fully Paid,Good Loans
507224, 36 months,A,arg,0,debt_consolidation,Fully Paid,Good Loans
507665, 36 months,B,source interlink media,0,debt_consolidation,Fully Paid,Good Loans
508481, 36 months,B,arthur j gallagher,1,car,Fully Paid,Good Loans
506881, 36 months,B,great lakes tape corporation,4,debt_consolidation,Charged Off,Bad Loans
508365, 36 months,C,fred meyer,8,debt_consolidation,Fully Paid,Good Loans
508429, 36 months,B,freed maxick and battaglia cpa  pc,1,debt_consolidation,Fully Paid,Good Loans
508412, 36 months,B,us government,3,debt_consolidation,Fully Paid,Good Loans
508406, 36 months,B,tw&c,0,car,Fully Paid,Good Loans
508383, 36 months,C,piermont wealth management,5,wedding,Fully Paid,Good Loans
508195, 36 months,D,sungard higher education,4,wedding,Fully Paid,Good Loans
508337, 36 months,B,chevron,4,credit_card,Fully Paid,Good Loans
508319, 36 months,C,columbia bank,5,debt_consolidation,Fully Paid,Good Loans
508314, 36 months,B,peacock apparel group,0,other,Fully Paid,Good Loans
508289, 36 months,A,saic,6,debt_consolidation,Fully Paid,Good Loans
508282, 36 months,B,zenith insurance,2,debt_consolidation,Fully Paid,Good Loans
508280, 36 months,A,fry-reglet,3,debt_consolidation,Fully Paid,Good Loans
507891, 36 months,B,department of defense,4,educational,Fully Paid,Good Loans
508247, 36 months,C,microsoft,4,debt_consolidation,Fully Paid,Good Loans
508234, 36 months,C,bank of america,0,medical,Fully Paid,Good Loans
508230, 36 months,C,highway supply,2,debt_consolidation,Fully Paid,Good Loans
505417, 36 months,D,jacobs hospitality group  llc- the pier house resort,9,debt_consolidation,Fully Paid,Good Loans
506209, 36 months,B,charleston area cvb,9,credit_card,Fully Paid,Good Loans
508130, 36 months,B,federal defender program,7,wedding,Fully Paid,Good Loans
508137, 36 months,C,comcast,10,major_purchase,Charged Off,Bad Loans
508005, 36 months,C,us department of veterans affairs,1,other,Fully Paid,Good Loans
507855, 36 months,A,baylor irving medical center,4,debt_consolidation,Fully Paid,Good Loans
507682, 36 months,D,michael kors,4,other,Fully Paid,Good Loans
508044, 36 months,D,us army,10,moving,Fully Paid,Good Loans
508022, 36 months,A,employer not mentioned,5,home_improvement,Fully Paid,Good Loans
507952, 36 months,A,carmax,1,major_purchase,Fully Paid,Good Loans
507947, 36 months,C,brg corporation,0,credit_card,Fully Paid,Good Loans
507939, 36 months,E,walmart,10,debt_consolidation,Fully Paid,Good Loans
505561, 36 months,C,walmart,4,debt_consolidation,Fully Paid,Good Loans
507890, 36 months,A,james madison university,10,debt_consolidation,Fully Paid,Good Loans
507532, 36 months,C,instant air,10,other,Fully Paid,Good Loans
506920, 36 months,A,lehigh magnetic imaging,5,other,Fully Paid,Good Loans
507865, 36 months,C,ge healthcare,2,credit_card,Fully Paid,Good Loans
507863, 36 months,C,symantec,10,credit_card,Fully Paid,Good Loans
507836, 36 months,B,paragon honda,2,credit_card,Fully Paid,Good Loans
505136, 36 months,B,columbia university,0,major_purchase,Fully Paid,Good Loans
507762, 36 months,C,northrop grumman,3,debt_consolidation,Fully Paid,Good Loans
507741, 36 months,B,the home depot,2,debt_consolidation,Fully Paid,Good Loans
507735, 36 months,D,yahoo inc.,3,debt_consolidation,Fully Paid,Good Loans
506585, 36 months,A,the university of akron,10,major_purchase,Fully Paid,Good Loans
504068, 36 months,B,united parcel service,10,other,Fully Paid,Good Loans
507712, 36 months,B,acxiom corporation,10,home_improvement,Fully Paid,Good Loans
507697, 36 months,D,"office equipment company, inc.",10,debt_consolidation,Fully Paid,Good Loans
507097, 36 months,B,sony electronics,5,debt_consolidation,Fully Paid,Good Loans
507206, 36 months,A,rosenbauer general safety,2,car,Fully Paid,Good Loans
507660, 36 months,B,influent inc,2,debt_consolidation,Fully Paid,Good Loans
507634, 36 months,A,acumentrics corp,4,home_improvement,Fully Paid,Good Loans
507603, 36 months,C,aquasure inc,4,debt_consolidation,Fully Paid,Good Loans
507560, 36 months,C,pfizer,1,debt_consolidation,Fully Paid,Good Loans
507543, 36 months,A,lighting expressions ltd,5,debt_consolidation,Fully Paid,Good Loans
507138, 36 months,C,moxie systems inc.,2,debt_consolidation,Fully Paid,Good Loans
507498, 36 months,C,$260m '06 vintage technology venture capital firm,5,small_business,Fully Paid,Good Loans
507462, 36 months,E,dc comics/warner bros.,7,debt_consolidation,Fully Paid,Good Loans
507410, 36 months,B,ca. dept. of corrections,2,debt_consolidation,Fully Paid,Good Loans
507411, 36 months,D,employer not mentioned,1,debt_consolidation,Fully Paid,Good Loans
507374, 36 months,C,provost trucking & blacktopping,6,debt_consolidation,Fully Paid,Good Loans
507384, 36 months,A,the home depot,2,other,Fully Paid,Good Loans
507364, 36 months,E,enco systems  inc,10,other,Fully Paid,Good Loans
507357, 36 months,A,state street corporation,2,debt_consolidation,Fully Paid,Good Loans
506856, 36 months,C,select ride,10,debt_consolidation,Fully Paid,Good Loans
507323, 36 months,C,uva - cancer center,10,home_improvement,Fully Paid,Good Loans
507020, 36 months,C,ziff davis media,3,debt_consolidation,Fully Paid,Good Loans
505259, 36 months,A,boston medical center,4,moving,Fully Paid,Good Loans
506767, 36 months,C,butte county dess,6,debt_consolidation,Fully Paid,Good Loans
507228, 36 months,B,csu monterey bay,2,medical,Charged Off,Bad Loans
507217, 36 months,D,bnp paribas fortis bank,4,educational,Charged Off,Bad Loans
507214, 36 months,D,kohls dept stores,1,debt_consolidation,Charged Off,Bad Loans
506788, 36 months,B,central arizona water conservation distr,9,debt_consolidation,Fully Paid,Good Loans
507190, 36 months,B,miami cleaning services,3,credit_card,Fully Paid,Good Loans
507144, 36 months,B,wested,8,credit_card,Fully Paid,Good Loans
503751, 36 months,B,american home shield,2,debt_consolidation,Charged Off,Bad Loans
497476, 36 months,B,milliken & co.,10,credit_card,Fully Paid,Good Loans
507110, 36 months,C,david a. axerlrod & associates,7,credit_card,Fully Paid,Good Loans
507012, 36 months,B,safebit solutions inc,4,major_purchase,Fully Paid,Good Loans
507026, 36 months,C,chartis insurance,3,wedding,Fully Paid,Good Loans
499906, 36 months,B,wgno-wnol,1,debt_consolidation,Fully Paid,Good Loans
507005, 36 months,B,mit,0,debt_consolidation,Fully Paid,Good Loans
507006, 36 months,B,us navy,10,credit_card,Fully Paid,Good Loans
506982, 36 months,A,pensacola christian college,2,other,Fully Paid,Good Loans
506962, 36 months,B,employer not mentioned,-1,home_improvement,Fully Paid,Good Loans
506942, 36 months,C,wood you furniture,4,debt_consolidation,Fully Paid,Good Loans
62102, 36 months,B,rockwell automation inc.,5,debt_consolidation,Fully Paid,Good Loans
377346, 36 months,C,corvel corporation,3,debt_consolidation,Fully Paid,Good Loans
504523, 36 months,A,american century investments,5,debt_consolidation,Fully Paid,Good Loans
506898, 36 months,D,dod us. army civilian,10,debt_consolidation,Fully Paid,Good Loans
506896, 36 months,C,pnc,6,debt_consolidation,Fully Paid,Good Loans
505850, 36 months,C,mine safety appliances,9,other,Fully Paid,Good Loans
506849, 36 months,C,jac products,3,major_purchase,Fully Paid,Good Loans
506845, 36 months,E,tri-artisan partners,3,debt_consolidation,Fully Paid,Good Loans
506854, 36 months,B,summit parkway middle school,9,debt_consolidation,Fully Paid,Good Loans
506623, 36 months,A,dla,5,other,Fully Paid,Good Loans
506495, 36 months,G,morganstanleysmithbarney,7,debt_consolidation,Fully Paid,Good Loans
506771, 36 months,D,community media center of marin,0,credit_card,Fully Paid,Good Loans
486441, 36 months,D,township of north bergen,3,debt_consolidation,Fully Paid,Good Loans
506769, 36 months,A,hanger prosthetics and orthotics,4,credit_card,Fully Paid,Good Loans
506758, 36 months,E,verizon communication,9,other,Charged Off,Bad Loans
506738, 36 months,A,the venetian/palazzo,2,debt_consolidation,Fully Paid,Good Loans
501886, 36 months,B,preferred anesthesia associate,9,home_improvement,Fully Paid,Good Loans
506631, 36 months,A,esteban rodriguez,2,debt_consolidation,Fully Paid,Good Loans
506708, 36 months,D,recycle bookstore,2,debt_consolidation,Fully Paid,Good Loans
505781, 36 months,A,boston pacific company,3,debt_consolidation,Fully Paid,Good Loans
482505, 36 months,D,tradesmen international,0,debt_consolidation,Fully Paid,Good Loans
505629, 36 months,D,department of homeland security,3,debt_consolidation,Fully Paid,Good Loans
506684, 36 months,B,new covenant fellowship christian ch.,10,small_business,Charged Off,Bad Loans
506673, 36 months,C,xo communications,7,debt_consolidation,Fully Paid,Good Loans
506658, 36 months,B,"annual rentals, inc.",4,debt_consolidation,Fully Paid,Good Loans
505851, 36 months,C,gold medal bakery,5,other,Fully Paid,Good Loans
506644, 36 months,B,best overnite express,9,credit_card,Fully Paid,Good Loans
506635, 36 months,B,u.s.postal service,10,credit_card,Fully Paid,Good Loans
506575, 36 months,B,chase,1,debt_consolidation,Fully Paid,Good Loans
506597, 36 months,D,alabama bureau of investigation,5,moving,Fully Paid,Good Loans
506584, 36 months,B,lockheed martin,8,debt_consolidation,Fully Paid,Good Loans
506545, 36 months,D,usaf,5,other,Fully Paid,Good Loans
499788, 36 months,A,city of cuyahoga falls  ohio,5,debt_consolidation,Fully Paid,Good Loans
506061, 36 months,A,cbs radio,3,moving,Fully Paid,Good Loans
503668, 36 months,C,hagyard pharmacy,3,home_improvement,Fully Paid,Good Loans
506492, 36 months,D,cvs/caremark,3,small_business,Charged Off,Bad Loans
506504, 36 months,F,johnson & johnson,10,debt_consolidation,Fully Paid,Good Loans
506486, 36 months,A,allstate insurance,10,debt_consolidation,Fully Paid,Good Loans
506467, 36 months,C,base one technologies,2,wedding,Fully Paid,Good Loans
506442, 36 months,B,buck consultants,2,debt_consolidation,Fully Paid,Good Loans
506274, 36 months,B,ut southwestern,10,credit_card,Fully Paid,Good Loans
504830, 36 months,B,usn,10,other,Fully Paid,Good Loans
506420, 36 months,B,henry schein dental,3,debt_consolidation,Fully Paid,Good Loans
504545, 36 months,B,tom sawyer camps,10,credit_card,Fully Paid,Good Loans
504172, 36 months,C,morgan stanley smith barney,3,debt_consolidation,Fully Paid,Good Loans
502684, 36 months,B,microsoft corp,10,debt_consolidation,Fully Paid,Good Loans
506144, 36 months,A,"dunn southeast, dba rj griffin&co",5,other,Fully Paid,Good Loans
506055, 36 months,B,kforce,5,educational,Fully Paid,Good Loans
505493, 36 months,B,koala tee,5,other,Fully Paid,Good Loans
506109, 36 months,C,securitas usa,1,major_purchase,Charged Off,Bad Loans
505369, 36 months,B,state of delaware,10,debt_consolidation,Fully Paid,Good Loans
506086, 36 months,B,"syzygy 3, inc.",6,debt_consolidation,Fully Paid,Good Loans
506076, 36 months,C,fedex ground,10,other,Fully Paid,Good Loans
506052, 36 months,B,trinity community church,3,home_improvement,Fully Paid,Good Loans
506058, 36 months,A,bridgestone/firestone,10,debt_consolidation,Fully Paid,Good Loans
503740, 36 months,D,bound tree medical,7,debt_consolidation,Fully Paid,Good Loans
506030, 36 months,C,utsouthwestern medical center,2,debt_consolidation,Fully Paid,Good Loans
477794, 36 months,B,organization of american states,5,wedding,Fully Paid,Good Loans
505024, 36 months,C,polyone,10,credit_card,Fully Paid,Good Loans
505978, 36 months,B,flash global logistics,0,other,Fully Paid,Good Loans
505981, 36 months,C,city of san francisco ethics commission,3,debt_consolidation,Fully Paid,Good Loans
505975, 36 months,B,stryker communications,1,debt_consolidation,Fully Paid,Good Loans
504356, 36 months,C,employer not mentioned,5,wedding,Fully Paid,Good Loans
505888, 36 months,C,brothers entertainment merchandising,2,debt_consolidation,Charged Off,Bad Loans
505945, 36 months,D,connolly's pub and restaurant,4,debt_consolidation,Fully Paid,Good Loans
505931, 36 months,B,town of north andover - stevens library,2,credit_card,Fully Paid,Good Loans
490267, 36 months,B,"bethlehem apparatus co., inc.",10,debt_consolidation,Fully Paid,Good Loans
505903, 36 months,C,carolina paint & body,3,other,Charged Off,Bad Loans
505359, 36 months,B,clarke county,4,credit_card,Fully Paid,Good Loans
505854, 36 months,C,palmerton area high school,1,other,Fully Paid,Good Loans
505869, 36 months,B,us navy,8,debt_consolidation,Fully Paid,Good Loans
505852, 36 months,A,kpmg llp,2,other,Fully Paid,Good Loans
505867, 36 months,A,grubb and ellis commercial real estate,5,vacation,Fully Paid,Good Loans
503416, 36 months,E,best buy,2,major_purchase,Fully Paid,Good Loans
505813, 36 months,C,association,3,debt_consolidation,Fully Paid,Good Loans
505799, 36 months,B,arc,10,major_purchase,Fully Paid,Good Loans
505795, 36 months,A,texas a&m university,8,medical,Fully Paid,Good Loans
505793, 36 months,B,tti,1,other,Charged Off,Bad Loans
505763, 36 months,C,ira motor group,0,wedding,Fully Paid,Good Loans
505715, 36 months,B,nicor national,5,credit_card,Fully Paid,Good Loans
505662, 36 months,A,muolton niguel water,10,other,Fully Paid,Good Loans
505431, 36 months,A,atri,1,debt_consolidation,Fully Paid,Good Loans
504814, 36 months,C,bank of america,1,other,Fully Paid,Good Loans
505666, 36 months,A,employer not mentioned,-1,wedding,Fully Paid,Good Loans
505651, 36 months,C,"nan ya plastics corp., america",2,medical,Fully Paid,Good Loans
505639, 36 months,F,dr. douglas seckendorf,5,debt_consolidation,Fully Paid,Good Loans
505609, 36 months,D,mckesson corporation,9,home_improvement,Fully Paid,Good Loans
505615, 36 months,C,first medical management,5,small_business,Charged Off,Bad Loans
505588, 36 months,C,vestas wind technologies,3,debt_consolidation,Fully Paid,Good Loans
